"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CERU","Cerulean Pharma Inc.","8.08","$162.61M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ceru",
"CERS","Cerus Corporation","6.13","$479.79M","1997","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cers",
"KOOL","Cesca Therapeutics Inc.","1.02","$41.09M","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kool",
"CEVA","CEVA, Inc.","18.22","$367.89M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ceva",
"CYOU","Changyou.com Limited","25.99","$1.37B","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cyou",
"HOTR","Chanticleer Holdings, Inc.","1.88","$13.61M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/hotr",
"HOTRW","Chanticleer Holdings, Inc.","0.25","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/hotrw",
"CTHR","Charles & Colvard Ltd","1.5","$30.54M","1997","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/cthr",
"CACG","Chart Acquisition Corp.","9.77","$85.83M","2013","Finance","Business Services","http://www.nasdaq.com/symbol/cacg",
"CACGU","Chart Acquisition Corp.","10","n/a","2012","Finance","Business Services","http://www.nasdaq.com/symbol/cacgu",
"CACGW","Chart Acquisition Corp.","0.55","n/a","2013","Finance","Business Services","http://www.nasdaq.com/symbol/cacgw",
"GTLS","Chart Industries, Inc.","30.96","$943.7M","2006","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/gtls",
"CHTR","Charter Communications, Inc.","162.94","$17.8B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/chtr",
"CHFN","Charter Financial Corp.","11.4","$194.09M","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/chfn",
"CHKP","Check Point Software Technologies Ltd.","80.53","$15.36B","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/chkp",
"CEMI","Chembio Diagnostics, Inc.","3.89","$37.39M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cemi",
"CHFC","Chemical Financial Corporation","29.8","$976.33M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chfc",
"CCXI","ChemoCentryx, Inc.","7.1","$307.72M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ccxi",
"CHMG","Chemung Financial Corp","27.98","$129.24M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chmg",
"CHKE","Cherokee Inc.","19.26","$162.42M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/chke",
"CHEV","Cheviot Financial Corp","13.6","$91.23M","2004","Finance","Savings Institutions","http://www.nasdaq.com/symbol/chev",
"CBNK","Chicopee Bancorp, Inc.","16.75","$88.95M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/cbnk",
"PLCE","Children&#39;s Place, Inc. (The)","60.85","$1.29B","1997","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/plce",
"CMRX","Chimerix, Inc.","38.07","$1.55B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cmrx",
"CADC","China Advanced Construction Materials Group, Inc.","4.99","$9.51M","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/cadc",
"CALI","China Auto Logistics Inc.","1.28","$5.16M","n/a","Consumer Services","Motor Vehicles","http://www.nasdaq.com/symbol/cali",
"CAAS","China Automotive Systems, Inc.","6.65","$213.6M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/caas",
"CBAK","China BAK Battery, Inc.","1.96","$24.73M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cbak",
"CBPO","China Biologic Products, Inc.","68.41","$1.69B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cbpo",
"CCCL","China Ceramics Co., Ltd.","0.85","$17.37M","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cccl",
"CCCR","China Commercial Credit, Inc.","2.9801","$36.5M","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/cccr",
"JRJC","China Finance Online Co. Limited","5.3","$117.81M","2004","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/jrjc",
"CHOP","China Gerui Advanced Materials Group Limited","1.2401","$7.36M","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/chop",
"HGSH","China HGS Real Estate, Inc.","3.93","$177.05M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/hgsh",
"CHLN","China Housing & Land Development, Inc.","0.52","$18.1M","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/chln",
"CNIT","China Information Technology, Inc.","3.7","$110.91M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnit",
"CJJD","China Jo-Jo Drugstores, Inc.","2.64","$39.69M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/cjjd",
"HTHT","China Lodging Group, Limited","23.13","$1.43B","2010","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/htht",
"CMGE","China Mobile Games and Entertainment Group Limited","18.99","$593.89M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cmge",
"CHNR","China Natural Resources, Inc.","2.22","$55.3M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/chnr",
"CREG","China Recycling Energy Corporation","0.7501","$62.27M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/creg",
"CPGI","China Shengda Packaging Group, Inc.","1.0091","$39.14M","2010","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/cpgi",
"CSUN","China Sunergy Co., Ltd.","1.28","$17.12M","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/csun",
"CNTF","China TechFaith Wireless Communication Technology Limited","1.13","$59.81M","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cntf",
"CXDC","China XD Plastics Company Limited","4.75","$235.61M","n/a","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/cxdc",
"CNYD","China Yida Holding, Co.","2.6395","$10.33M","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/cnyd",
"CCIH","ChinaCache International Holdings Ltd.","10.11","$236.61M","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/ccih",
"CNET","ChinaNet Online Holdings, Inc.","1.23","$27.57M","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/cnet",
"IMOS","ChipMOS TECHNOLOGIES (Bermuda) LTD.","23.65","$699.69M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/imos",
"CHSCM","CHS Inc","25.446","$483.47M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscm",
"CHSCN","CHS Inc","26.39","$443.35M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscn",
"CHSCO","CHS Inc","28.5186","$322.81M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chsco",
"CHSCP","CHS Inc","31.33","$226.59M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscp",
"CHDN","Churchill Downs, Incorporated","94.84","$1.64B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","20.35","$334.57M","2012","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/chuy",
"CHYR","ChyronHego Corporation","2.82","$113.54M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/chyr",
"CIFC","CIFC Corp.","8.58","$215.76M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cifc",
"CMCT","CIM Commercial Trust Corporation","15.39","$1.5B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cmct",
"CIMT","Cimatron, Limited","8.84","$95.13M","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/cimt",
"CMPR","Cimpress N.V","73.19","$2.38B","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/cmpr",
"CINF","Cincinnati Financial Corporation","52.26","$8.54B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Corp","1.6","$122.99M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cidm",
"CTAS","Cintas Corporation","77.73","$9.09B","1983","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ctas",
"CPHR","Cipher Pharmaceuticals Inc.","14.7","$376.88M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cphr",
"CRUS","Cirrus Logic, Inc.","23.44","$1.48B","1989","Technology","Semiconductors","http://www.nasdaq.com/symbol/crus",
"CISAW","CIS Acquisition Ltd.","0.35","n/a","2013","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cisaw",
"CSCO","Cisco Systems, Inc.","27.51","$140.67B","1990","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/csco",
"CTRN","Citi Trends, Inc.","25.09","$390.86M","2005","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/ctrn",
"CZNC","Citizens & Northern Corp","20.32","$249.79M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","9.05","$46.92M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/czwi",
"CZFC","Citizens First Corporation","11.905","$23.44M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/czfc",
"CIZN","Citizens Holding Company","19.72","$96.19M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cizn",
"CTXS","Citrix Systems, Inc.","61.51","$9.9B","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","44.41","$675.82M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chco",
"CDTI","Clean Diesel Technologies, Inc.","1.83","$22.94M","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cdti",
"CLNE","Clean Energy Fuels Corp.","4.81","$433.17M","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/clne",
"CLNT","Cleantech Solutions International, Inc.","3.41","$13.16M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clnt",
"CLFD","Clearfield, Inc.","12.04","$165.5M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","9.5","$86.86M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clro",
"CLIR","ClearSign Combustion Corporation","6.6551","$64.4M","2012","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clir",
"CBLI","Cleveland BioLabs, Inc.","0.3","$17.14M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/cbli",
"CKSW","ClickSoftware Technologies Ltd.","7.25","$235.59M","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cksw",
"CSBK","Clifton Bancorp Inc.","13.4","$357.46M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/csbk",
"CLVS","Clovis Oncology, Inc.","58.96","$2B","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clvs",
"CMFN","CM Finance Inc","11.12","$151.97M","2014","n/a","n/a","http://www.nasdaq.com/symbol/cmfn",
"CME","CME Group Inc.","88.71","$29.88B","2002","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cme",
"CMSB","CMS Bancorp, Inc.","12.96","$24.14M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/cmsb",
"CCNE","CNB Financial Corporation","18.55","$266.55M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccne",
"CISG","CNinsure Inc.","7.78","$388.56M","2007","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/cisg",
"CNV","Cnova N.V.","8.49","$3.73B","2014","n/a","n/a","http://www.nasdaq.com/symbol/cnv",
"CWAY","Coastway Bancorp, Inc.","11.33","$56.07M","2014","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cway",
"COBZ","CoBiz Financial Inc.","12.45","$506.65M","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/cobz",
"COKE","Coca-Cola Bottling Co. Consolidated","90.18","$836.09M","1972","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/coke",
"CDXS","Codexis, Inc.","3.12","$123.39M","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cdxs",
"CVLY","Codorus Valley Bancorp, Inc","19.8365","$115.15M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cvly",
"JVA","Coffee Holding Co., Inc.","4.93","$30.92M","2005","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Holdings, Inc.","34","$1.57B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ccoi",
"CGNX","Cognex Corporation","38.34","$3.34B","1989","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","53.88","$32.81B","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/ctsh",
"COHR","Coherent, Inc.","57.99","$1.46B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cohr",
"CHRS","Coherus BioSciences, Inc.","21.32","$709.06M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/chrs",
"COHU","Cohu, Inc.","11.85","$302.59M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cohu",
"JACQ","COLLABRIUM JAPAN ACQUISITION CORPORATION","10.21","$39.09M","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/jacq",
"JACQU","COLLABRIUM JAPAN ACQUISITION CORPORATION","10.44","$39.98M","2012","Finance","Business Services","http://www.nasdaq.com/symbol/jacqu",
"JACQW","COLLABRIUM JAPAN ACQUISITION CORPORATION","0.06","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/jacqw",
"CLRX","CollabRx, Inc.","0.69","$2.02M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/clrx",
"CLCT","Collectors Universe, Inc.","20.89","$184.75M","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/clct",
"COBK","Colonial Financial Services, Inc.","13.47","$52M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cobk",
"CBAN","Colony Bankcorp, Inc.","7.78","$65.66M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cban",
"COLB","Columbia Banking System, Inc.","26.87","$1.43B","1992","Finance","Major Banks","http://www.nasdaq.com/symbol/colb",
"CBRX","Columbia Laboratories, Inc.","5.66","$60.97M","1988","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbrx",
"COLM","Columbia Sportswear Company","45.63","$3.18B","1998","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","26.29","$524.79M","1996","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/cmco",
"CBMX","CombiMatrix Corporation","1.62","$17.92M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cbmx",
"CMCSA","Comcast Corporation","56.38","$146.32B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cmcsa",
"CMCSK","Comcast Corporation","55.93","$145.15B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cmcsk",
"CBSH","Commerce Bancshares, Inc.","41.93","$4.24B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbsh",
"CBSHP","Commerce Bancshares, Inc.","25.5995","$2.35B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbshp",
"CVGI","Commercial Vehicle Group, Inc.","6.79","$201.61M","2004","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/cvgi",
"COMM","CommScope Holding Company, Inc.","23.71","$4.45B","2013","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/comm",
"JCS","Communications Systems, Inc.","10.511","$90.96M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcs",
"CBIN","Community Bank Shares of Indiana, Inc.","27","$93.03M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbin",
"ESXB","Community Bankers Trust Corporation.","4.38","$95.41M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/esxb",
"CYHHZ","Community Health Systems, Inc.","0.0275","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cyhhz",
"CTBI","Community Trust Bancorp, Inc.","35.44","$617.98M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ctbi",
"CWBC","Community West Bancshares","6.65","$54.55M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cwbc",
"COB","CommunityOne Bancorp","10.86","$262.67M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cob",
"CVLT","CommVault Systems, Inc.","48.95","$2.24B","2006","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cvlt",
"CIZ","Compass EMP Developed 500 Enhanced Volatility Weighted Index E","33.4813","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ciz",
"CDC","Compass EMP US 100 High Dividend Enhanced Volatility Weighted ","36.93","$24M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cdc",
"CFO","Compass EMP US 500 Enhanced Volatility Weighted Index ETF","36.42","$25.49M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfo",
"CFA","Compass EMP US 500 Volatility Weighted Index ETF","36.46","$7.29M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfa",
"CSF","Compass EMP US Discovery 500 Enhanced Volatility Weighted Fund","37.34","$7.47M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csf",
"CGEN","Compugen Ltd.","9.34","$467.85M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cgen",
"CPSI","Computer Programs and Systems, Inc.","61.53","$689.68M","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/cpsi",
"CTG","Computer Task Group, Incorporated","8.66","$160.67M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ctg",
"SCOR","comScore, Inc.","44.08","$1.51B","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/scor",
"CHCI","Comstock Holding Companies, Inc.","1","$21.61M","2004","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/chci",
"CMTL","Comtech Telecommunications Corp.","31.88","$516.94M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/cmtl",
"CNSI","Comverse Inc.","18.32","$401.4M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cnsi",
"CNAT","Conatus Pharmaceuticals Inc.","10.33","$162.07M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cnat",
"CNCE","Concert Pharmaceuticals, Inc.","14.04","$255.34M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cnce",
"CCUR","Concurrent Computer Corporation","7.17","$66.42M","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ccur",
"CNMD","CONMED Corporation","45.62","$1.26B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cnmd",
"CTWS","Connecticut Water Service, Inc.","35.62","$395.83M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/ctws",
"CNOB","ConnectOne Bancorp, Inc.","18.62","$552.36M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cnob",
"CNXR","Connecture, Inc.","9.67","$209.65M","2014","n/a","n/a","http://www.nasdaq.com/symbol/cnxr",
"CONN","Conn&#39;s, Inc.","18.66","$677.31M","2003","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/conn",
"CNSL","Consolidated Communications Holdings, Inc.","24.34","$1.23B","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cnsl",
"CWCO","Consolidated Water Co. Ltd.","11.14","$163.79M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwco",
"CTCT","Constant Contact, Inc.","38","$1.2B","2007","Technology","Advertising","http://www.nasdaq.com/symbol/ctct",
"CPSS","Consumer Portfolio Services, Inc.","7.3","$185.21M","1992","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cpss",
"CFRX","ContraFect Corporation","4.2278","$85.47M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cfrx",
"CFRXW","ContraFect Corporation","1.13","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cfrxw",
"CFRXZ","ContraFect Corporation","0.47","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cfrxz",
"CTRL","Control4 Corporation","15.89","$379.47M","2013","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/ctrl",
"CPRT","Copart, Inc.","36.29","$4.58B","1994","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/cprt",
"CORT","Corcept Therapeutics Incorporated","3.08","$311.67M","1982","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cort",
"BVA","Cordia Bancorp Inc.","3.85","$25.04M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bva",
"CORE","Core-Mark Holding Company, Inc.","64.36","$1.49B","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/core",
"COCO","Corinthian Colleges, Inc.","0.0725","$6.35M","1999","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/coco",
"CORI","Corium International, Inc.","6.54","$118.18M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cori",
"CSOD","Cornerstone OnDemand, Inc.","37.48","$2.01B","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/csod",
"CNDO","Coronado Biosciences, Inc.","2.41","$106.79M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cndo",
"CRRS","Corporate Resource Services, Inc.","1.14","$180.14M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/crrs",
"CRVL","CorVel Corp.","35.37","$730.42M","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/crvl",
"COSI","Cosi, Inc.","2.14","$53.54M","2002","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cosi",
"CSGP","CoStar Group, Inc.","180.04","$5.82B","1998","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/csgp",
"COST","Costco Wholesale Corporation","145.56","$64.12B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/cost",
"CPAH","CounterPath Corporation","0.8","$34.04M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cpah",
"CRRC","Courier Corporation","14.59","$167.3M","n/a","Consumer Services","Publishing","http://www.nasdaq.com/symbol/crrc",
"CVTI","Covenant Transportation Group, Inc.","27.9","$352.54M","1994","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/cvti",
"COVS","Covisint Corporation","2.59","$99.05M","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/covs",
"COWN","Cowen Group, Inc.","4.7","$534.09M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cown",
"COWNL","Cowen Group, Inc.","26.7","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cownl",
"CRAI","CRA International,Inc.","29.45","$280.64M","1998","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/crai",
"CBRL","Cracker Barrel Old Country Store, Inc.","136.22","$3.26B","1981","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cbrl",
"BREW","Craft Brew Alliance, Inc.","11.96","$228.13M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/brew",
"CRAY","Cray Inc","34.96","$1.42B","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/cray",
"CACC","Credit Acceptance Corporation","136.69","$2.82B","1992","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cacc",
"GLDI","Credit Suisse AG","12.21","$165.15M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/gldi",
"SLVO","Credit Suisse Silver Shares Covered Call ETN","11.71","$9.95M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/slvo",
"CREE","Cree, Inc.","31.65","$3.78B","1993","Technology","Semiconductors","http://www.nasdaq.com/symbol/cree",
"CRESW","Cresud S.A.C.I.F. y A.","0.0111","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/cresw",
"CRESY","Cresud S.A.C.I.F. y A.","11.15","$6.45M","1997","Finance","Real Estate","http://www.nasdaq.com/symbol/cresy",
"CRTO","Criteo S.A.","40.66","$2.41B","2013","Technology","Advertising","http://www.nasdaq.com/symbol/crto",
"CROX","Crocs, Inc.","11.82","$975.11M","2006","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/crox",
"CCRN","Cross Country Healthcare, Inc.","12.76","$398.81M","2001","Technology","Professional Services","http://www.nasdaq.com/symbol/ccrn",
"CRDS","Crossroads Systems, Inc.","2.62","$40.42M","1999","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/crds",
"CRWS","Crown Crafts, Inc.","8.01","$80.72M","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/crws",
"CRWN","Crown Media Holdings, Inc.","3.5","$1.26B","2000","Consumer Services","Television Services","http://www.nasdaq.com/symbol/crwn",
"CSGS","CSG Systems International, Inc.","24.53","$842.1M","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/csgs",
"CCLP","CSI Compressco LP","13.4","$444.1M","2011","n/a","n/a","http://www.nasdaq.com/symbol/cclp",
"CSPI","CSP Inc.","7.5999","$27.78M","1982","Technology","EDP Services","http://www.nasdaq.com/symbol/cspi",
"CSRE","CSR plc","51.64","$2.13B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/csre",
"CTCM","CTC Media, Inc.","4.965","$773.36M","2006","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/ctcm",
"CTIC","CTI BioPharma Corp.","2.36","$416.59M","1997","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctic",
"CTIB","CTI Industries Corporation","3.93","$12.97M","1997","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/ctib",
"CTRP","Ctrip.com International, Ltd.","46.535","$6.3B","2003","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ctrp",
"CUNB","CU Bancorp (CA)","20.84","$234M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cunb",
"CBST","Cubist Pharmaceuticals, Inc.","100.605","$7.68B","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbst",
"CBSTZ","Cubist Pharmaceuticals, Inc.","0.0577","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbstz",
